PLAYER,TEAM,DATE,MATCHUP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
Danny Green,TOR,03/24/2019,TOR vs. CHA,L,27,2,1,5,20,0,3,0,0,0,-,0,4,4,2,1,2,0,1,16
Danny Green,TOR,03/22/2019,TOR vs. OKC,L,35,19,6,11,54.5,6,11,54.5,1,2,50,0,7,7,1,0,0,0,4,-1
Danny Green,TOR,03/20/2019,TOR @ OKC,W,36,17,6,10,60,5,9,55.6,0,0,-,0,5,5,6,2,0,2,3,-5
Danny Green,TOR,03/18/2019,TOR vs. NYK,W,22,13,4,6,66.7,3,4,75,2,5,40,2,2,4,1,0,0,0,0,32
Danny Green,TOR,03/17/2019,TOR @ DET,L,30,12,4,9,44.4,4,8,50,0,0,-,0,3,3,4,0,0,1,1,8
Danny Green,TOR,03/14/2019,TOR vs. LAL,W,19,3,1,3,33.3,1,3,33.3,0,0,-,2,2,4,2,2,0,3,3,9
Danny Green,TOR,03/11/2019,TOR @ CLE,L,20,5,2,5,40,1,3,33.3,0,0,-,0,1,1,0,0,0,1,0,-12
Danny Green,TOR,03/10/2019,TOR @ MIA,W,26,15,5,9,55.6,5,8,62.5,0,0,-,0,6,6,4,1,0,3,3,15
Danny Green,TOR,03/08/2019,TOR @ NOP,W,24,13,5,8,62.5,3,4,75,0,0,-,0,3,3,2,1,1,1,0,12
Danny Green,TOR,03/05/2019,TOR vs. HOU,L,32,14,4,13,30.8,4,13,30.8,2,2,100,1,4,5,1,0,0,0,0,19
Danny Green,TOR,03/03/2019,TOR @ DET,L,29,6,2,6,33.3,2,4,50,0,0,-,1,1,2,1,3,0,2,5,-4
Danny Green,TOR,03/01/2019,TOR vs. POR,W,24,11,4,5,80,3,4,75,0,0,-,0,1,1,1,0,0,1,1,13
Danny Green,TOR,02/26/2019,TOR vs. BOS,W,14,6,2,7,28.6,2,4,50,0,0,-,1,2,3,2,1,0,0,4,8
Danny Green,TOR,02/24/2019,TOR vs. ORL,L,27,10,4,9,44.4,2,4,50,0,0,-,0,6,6,4,0,0,2,2,3
Danny Green,TOR,02/22/2019,TOR vs. SAS,W,29,17,6,9,66.7,5,7,71.4,0,0,-,1,3,4,0,1,0,0,2,3
Danny Green,TOR,02/13/2019,TOR vs. WAS,W,28,10,3,6,50,2,4,50,2,2,100,0,4,4,0,0,0,0,1,-4
Danny Green,TOR,02/11/2019,TOR vs. BKN,W,33,9,3,8,37.5,3,8,37.5,0,0,-,0,4,4,5,3,0,2,3,9
Danny Green,TOR,02/09/2019,TOR @ NYK,W,30,14,5,9,55.6,4,6,66.7,0,0,-,1,3,4,0,0,1,0,0,8
Danny Green,TOR,02/07/2019,TOR @ ATL,W,27,12,4,7,57.1,1,4,25,3,3,100,1,3,4,0,1,0,0,2,3
Danny Green,TOR,02/05/2019,TOR @ PHI,W,21,2,1,2,50,0,1,0,0,0,-,0,2,2,4,1,0,0,3,6
Danny Green,TOR,02/03/2019,TOR vs. LAC,W,20,4,2,4,50,0,1,0,0,0,-,1,2,3,4,0,0,0,1,8
Danny Green,TOR,01/31/2019,TOR vs. MIL,L,13,0,0,4,0,0,1,0,0,0,-,0,4,4,0,0,1,1,0,-14
Danny Green,TOR,01/27/2019,TOR @ DAL,W,31,10,4,6,66.7,2,3,66.7,0,0,-,1,6,7,1,2,0,0,4,8
Danny Green,TOR,01/25/2019,TOR @ HOU,L,31,22,8,14,57.1,6,10,60,0,0,-,0,1,1,1,0,1,0,4,11
Danny Green,TOR,01/23/2019,TOR @ IND,L,27,10,3,9,33.3,2,8,25,2,2,100,0,5,5,3,0,0,0,0,-5
Danny Green,TOR,01/22/2019,TOR vs. SAC,W,23,6,2,8,25,2,6,33.3,0,0,-,1,1,2,1,1,1,0,2,-6
Danny Green,TOR,01/19/2019,TOR vs. MEM,W,23,24,8,12,66.7,8,12,66.7,0,0,-,0,6,6,3,2,1,0,1,22
Danny Green,TOR,01/17/2019,TOR vs. PHX,W,26,9,3,6,50,1,3,33.3,2,3,66.7,0,1,1,1,1,0,0,2,3
Danny Green,TOR,01/16/2019,TOR @ BOS,L,31,15,6,15,40,3,8,37.5,0,0,-,2,4,6,1,0,1,2,2,-7
Danny Green,TOR,01/13/2019,TOR @ WAS,W,42,16,5,12,41.7,3,8,37.5,3,4,75,0,9,9,0,2,2,1,2,3
Danny Green,TOR,01/11/2019,TOR vs. BKN,W,25,8,2,4,50,2,3,66.7,2,2,100,0,2,2,4,3,2,0,2,13
Danny Green,TOR,01/06/2019,TOR vs. IND,W,19,15,5,9,55.6,5,8,62.5,0,0,-,0,0,0,1,1,0,1,3,6
Danny Green,TOR,01/05/2019,TOR @ MIL,W,40,12,5,7,71.4,2,3,66.7,0,0,-,2,6,8,0,1,1,2,2,17
Danny Green,TOR,01/03/2019,TOR @ SAS,L,26,0,0,7,0,0,6,0,0,0,-,0,4,4,1,0,1,0,3,-26
Danny Green,TOR,01/01/2019,TOR vs. UTA,W,31,2,1,4,25,0,2,0,0,0,-,2,2,4,1,0,1,1,4,16
Danny Green,TOR,12/30/2018,TOR vs. CHI,W,29,10,4,8,50,2,5,40,0,0,-,1,3,4,0,2,2,0,1,5
Danny Green,TOR,12/28/2018,TOR @ ORL,L,18,2,1,6,16.7,0,1,0,0,0,-,2,2,4,2,0,1,2,4,-9
Danny Green,TOR,12/26/2018,TOR @ MIA,W,34,18,7,10,70,4,7,57.1,0,0,-,1,5,6,2,1,0,4,2,5
Danny Green,TOR,12/22/2018,TOR @ PHI,L,25,9,3,12,25,1,5,20,2,2,100,0,3,3,0,0,0,3,3,-7
Danny Green,TOR,12/19/2018,TOR vs. IND,W,28,7,2,8,25,1,6,16.7,2,2,100,1,1,2,1,2,1,1,3,6
Danny Green,TOR,12/16/2018,TOR @ DEN,L,38,7,3,9,33.3,1,4,25,0,0,-,2,3,5,0,1,0,0,1,-2
Danny Green,TOR,12/14/2018,TOR @ POR,L,36,19,6,10,60,5,7,71.4,2,2,100,2,10,12,0,0,2,1,4,2
Danny Green,TOR,12/12/2018,TOR @ GSW,W,31,15,6,11,54.5,1,5,20,2,2,100,0,4,4,5,0,0,0,1,12
Danny Green,TOR,12/11/2018,TOR @ LAC,W,28,9,4,7,57.1,0,2,0,1,2,50,2,3,5,0,0,1,0,3,34
Danny Green,TOR,12/09/2018,TOR vs. MIL,L,34,8,3,7,42.9,2,4,50,0,0,-,1,4,5,4,1,3,2,5,7
Danny Green,TOR,12/07/2018,TOR @ BKN,L,34,2,1,2,50,0,1,0,0,0,-,0,4,4,2,0,0,0,2,8
Danny Green,TOR,12/05/2018,TOR vs. PHI,W,32,5,2,9,22.2,1,6,16.7,0,0,-,2,3,5,3,0,1,2,1,5
Danny Green,TOR,12/03/2018,TOR vs. DEN,L,31,9,3,9,33.3,3,7,42.9,0,0,-,1,2,3,0,2,0,0,2,6
Danny Green,TOR,12/01/2018,TOR @ CLE,W,32,15,6,9,66.7,3,5,60,0,0,-,2,5,7,0,0,2,1,2,24
Danny Green,TOR,11/29/2018,TOR vs. GSW,W,39,13,5,10,50,3,6,50,0,0,-,3,2,5,3,1,2,0,4,16
Danny Green,TOR,11/27/2018,TOR @ MEM,W,28,14,5,9,55.6,4,8,50,0,0,-,0,4,4,0,0,1,1,0,6
Danny Green,TOR,11/25/2018,TOR vs. MIA,W,29,4,2,6,33.3,0,4,0,0,0,-,1,0,1,1,0,0,1,3,19
Danny Green,TOR,11/23/2018,TOR vs. WAS,W,25,9,3,7,42.9,3,7,42.9,0,0,-,1,2,3,2,0,0,1,4,15
Danny Green,TOR,11/21/2018,TOR @ ATL,W,32,6,2,10,20,2,7,28.6,0,0,-,1,2,3,1,2,0,2,4,15
Danny Green,TOR,11/20/2018,TOR @ ORL,W,34,13,5,13,38.5,3,9,33.3,0,0,-,1,2,3,0,1,1,1,0,-4
Danny Green,TOR,11/17/2018,TOR @ CHI,W,26,17,7,7,100,3,3,100,0,0,-,1,3,4,3,1,0,1,2,35
Danny Green,TOR,11/16/2018,TOR @ BOS,L,30,11,4,10,40,3,7,42.9,0,0,-,1,4,5,0,1,1,0,6,18
Danny Green,TOR,11/14/2018,TOR vs. DET,L,20,5,2,4,50,1,1,100,0,0,-,0,2,2,1,0,0,0,1,11
Danny Green,TOR,11/12/2018,TOR vs. NOP,L,23,3,1,4,25,1,4,25,0,0,-,1,2,3,0,1,0,1,5,-2
Danny Green,TOR,11/10/2018,TOR vs. NYK,W,21,9,3,7,42.9,3,7,42.9,0,0,-,2,1,3,0,3,0,4,1,2
Danny Green,TOR,11/07/2018,TOR @ SAC,W,31,6,2,10,20,2,8,25,0,0,-,1,4,5,2,1,0,5,1,11
Danny Green,TOR,11/05/2018,TOR @ UTA,W,22,7,3,5,60,1,3,33.3,0,0,-,0,2,2,0,3,1,0,3,6
Danny Green,TOR,11/04/2018,TOR @ LAL,W,26,15,5,8,62.5,5,8,62.5,0,0,-,1,2,3,3,0,2,1,3,22
Danny Green,TOR,11/02/2018,TOR @ PHX,W,26,8,3,8,37.5,2,5,40,0,0,-,0,2,2,0,1,1,2,1,-2
Danny Green,TOR,10/30/2018,TOR vs. PHI,W,35,10,4,9,44.4,2,4,50,0,0,-,1,1,2,4,2,1,2,4,20
Danny Green,TOR,10/29/2018,TOR @ MIL,L,30,8,3,6,50,2,3,66.7,0,0,-,1,4,5,1,1,0,1,0,-6
Danny Green,TOR,10/26/2018,TOR vs. DAL,W,30,15,4,8,50,4,7,57.1,3,3,100,2,6,8,0,1,1,0,3,4
Danny Green,TOR,10/24/2018,TOR vs. MIN,W,31,6,2,8,25,2,5,40,0,0,-,0,4,4,3,0,1,1,0,17
Danny Green,TOR,10/22/2018,TOR vs. CHA,W,26,16,6,8,75,4,6,66.7,0,0,-,0,6,6,2,1,2,1,2,18
Danny Green,TOR,10/20/2018,TOR @ WAS,W,31,5,1,9,11.1,1,8,12.5,2,2,100,0,3,3,0,1,0,0,5,2
Danny Green,TOR,10/19/2018,TOR vs. BOS,W,32,14,5,8,62.5,4,7,57.1,0,0,-,1,4,5,3,1,1,1,1,25
Danny Green,TOR,10/17/2018,TOR vs. CLE,W,33,11,4,9,44.4,3,7,42.9,0,0,-,1,4,5,0,2,2,0,3,15
Chris Boucher,TOR,04/09/2019,TOR @ MIN,W,25,15,7,10,70,1,3,33.3,0,0,-,1,12,13,2,0,2,2,2,16
Chris Boucher,TOR,04/01/2019,TOR vs. ORL,W,4,2,1,2,50,0,1,0,0,0,-,1,0,1,0,0,0,1,2,-7
Chris Boucher,TOR,03/30/2019,TOR @ CHI,W,4,0,0,2,0,0,1,0,0,0,-,0,1,1,0,0,1,0,0,3
Chris Boucher,TOR,03/28/2019,TOR @ NYK,W,5,3,1,1,100,1,1,100,0,0,-,0,1,1,0,0,0,1,3,-3
Chris Boucher,TOR,03/18/2019,TOR vs. NYK,W,6,2,1,2,50,0,1,0,0,0,-,0,2,2,0,1,0,0,1,6
Chris Boucher,TOR,03/14/2019,TOR vs. LAL,W,8,2,1,3,33.3,0,1,0,0,0,-,1,2,3,0,1,1,0,1,-6
Chris Boucher,TOR,03/11/2019,TOR @ CLE,L,4,2,0,1,0,0,0,-,2,2,100,0,2,2,0,1,0,1,2,-6
Chris Boucher,TOR,03/10/2019,TOR @ MIA,W,4,0,0,1,0,0,1,0,0,0,-,0,1,1,0,0,0,0,2,-1
Chris Boucher,TOR,03/08/2019,TOR @ NOP,W,4,0,0,2,0,0,1,0,0,0,-,1,1,2,0,0,2,0,0,6
Chris Boucher,TOR,02/26/2019,TOR vs. BOS,W,5,2,1,3,33.3,0,1,0,0,0,-,1,1,2,0,0,2,0,1,0
Chris Boucher,TOR,02/24/2019,TOR vs. ORL,L,3,0,0,1,0,0,1,0,0,0,-,0,0,0,0,0,0,0,0,5
Chris Boucher,TOR,02/13/2019,TOR vs. WAS,W,3,3,1,2,50,1,2,50,0,0,-,0,0,0,0,0,0,0,1,-8
Chris Boucher,TOR,02/03/2019,TOR vs. LAC,W,6,8,4,6,66.7,0,1,0,0,0,-,2,2,4,0,1,0,0,2,-3
Chris Boucher,TOR,01/22/2019,TOR vs. SAC,W,12,8,2,4,50,0,2,0,4,4,100,1,2,3,0,0,0,0,0,2
Chris Boucher,TOR,01/19/2019,TOR vs. MEM,W,9,3,1,4,25,1,2,50,0,0,-,0,3,3,0,0,2,0,1,-6
Chris Boucher,TOR,01/17/2019,TOR vs. PHX,W,5,3,1,3,33.3,0,1,0,1,1,100,0,0,0,0,0,1,0,3,5
Chris Boucher,TOR,01/11/2019,TOR vs. BKN,W,5,2,1,4,25,0,1,0,0,0,-,2,0,2,0,0,0,0,1,-18
Chris Boucher,TOR,01/06/2019,TOR vs. IND,W,2,3,1,1,100,1,1,100,0,0,-,0,0,0,0,0,0,0,0,0
Chris Boucher,TOR,01/03/2019,TOR @ SAS,L,5,3,1,3,33.3,1,2,50,0,0,-,1,1,2,0,0,1,0,0,9
Chris Boucher,TOR,12/30/2018,TOR vs. CHI,W,5,3,1,2,50,1,2,50,0,0,-,1,0,1,0,0,2,0,2,-2
Chris Boucher,TOR,12/28/2018,TOR @ ORL,L,9,9,3,4,75,3,3,100,0,0,-,0,1,1,0,1,2,0,1,-1
Chris Boucher,TOR,12/22/2018,TOR @ PHI,L,6,0,0,1,0,0,1,0,0,0,-,0,2,2,0,0,1,2,4,-6
Chris Boucher,TOR,12/21/2018,TOR vs. CLE,W,2,2,0,1,0,0,0,-,2,2,100,1,0,1,0,0,1,0,0,5
Chris Boucher,TOR,12/19/2018,TOR vs. IND,W,10,5,2,4,50,1,2,50,0,0,-,0,2,2,0,1,3,0,0,-7
Chris Boucher,TOR,12/16/2018,TOR @ DEN,L,2,0,0,1,0,0,1,0,0,0,-,0,0,0,0,0,0,0,0,-1
Chris Boucher,TOR,11/21/2018,TOR @ ATL,W,3,5,2,2,100,1,1,100,0,0,-,1,1,2,0,0,0,0,1,-2
Chris Boucher,TOR,11/17/2018,TOR @ CHI,W,7,2,1,4,25,0,2,0,0,0,-,0,3,3,0,0,2,0,1,-1
Chris Boucher,TOR,10/29/2018,TOR @ MIL,L,2,6,1,2,50,0,1,0,4,6,66.7,2,0,2,0,0,1,0,0,8
CJ Miles,TOR,02/05/2019,TOR @ PHI,W,0,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,0
CJ Miles,TOR,02/03/2019,TOR vs. LAC,W,22,15,4,6,66.7,3,5,60,4,4,100,2,2,4,1,1,1,1,4,10
CJ Miles,TOR,01/25/2019,TOR @ HOU,L,9,0,0,2,0,0,2,0,0,0,-,0,1,1,0,0,0,1,3,-5
CJ Miles,TOR,01/23/2019,TOR @ IND,L,12,6,2,6,33.3,1,4,25,1,1,100,0,2,2,0,1,0,0,2,7
CJ Miles,TOR,01/22/2019,TOR vs. SAC,W,16,15,5,7,71.4,4,5,80,1,2,50,1,1,2,1,0,1,0,3,4
CJ Miles,TOR,01/19/2019,TOR vs. MEM,W,17,13,4,12,33.3,2,6,33.3,3,4,75,0,1,1,0,5,0,1,1,-4
CJ Miles,TOR,01/17/2019,TOR vs. PHX,W,17,13,5,7,71.4,3,5,60,0,0,-,1,1,2,1,1,1,0,2,5
CJ Miles,TOR,01/11/2019,TOR vs. BKN,W,7,0,0,3,0,0,2,0,0,0,-,0,3,3,0,0,0,0,0,-7
CJ Miles,TOR,01/03/2019,TOR @ SAS,L,7,3,1,1,100,1,1,100,0,0,-,0,0,0,0,0,0,0,1,-3
CJ Miles,TOR,01/01/2019,TOR vs. UTA,W,3,0,0,0,-,0,0,-,0,0,-,0,2,2,1,0,0,0,0,-2
CJ Miles,TOR,12/28/2018,TOR @ ORL,L,26,7,1,9,11.1,0,5,0,5,6,83.3,1,4,5,0,0,1,1,0,-14
CJ Miles,TOR,12/22/2018,TOR @ PHI,L,12,3,1,4,25,1,4,25,0,0,-,0,1,1,0,0,0,1,2,-9
CJ Miles,TOR,12/21/2018,TOR vs. CLE,W,17,2,1,6,16.7,0,5,0,0,0,-,1,1,2,0,0,0,1,3,1
CJ Miles,TOR,12/19/2018,TOR vs. IND,W,8,2,1,3,33.3,0,2,0,0,0,-,0,0,0,1,0,0,0,0,3
CJ Miles,TOR,12/16/2018,TOR @ DEN,L,33,6,2,12,16.7,2,9,22.2,0,0,-,0,4,4,1,2,0,1,2,-8
CJ Miles,TOR,12/14/2018,TOR @ POR,L,20,13,5,10,50,3,4,75,0,0,-,0,1,1,0,1,0,1,1,0
CJ Miles,TOR,12/12/2018,TOR @ GSW,W,16,8,2,4,50,2,3,66.7,2,2,100,0,0,0,0,0,0,0,3,11
CJ Miles,TOR,12/11/2018,TOR @ LAC,W,17,5,1,6,16.7,1,2,50,2,2,100,0,1,1,0,0,0,0,3,-12
CJ Miles,TOR,12/09/2018,TOR vs. MIL,L,14,5,2,4,50,1,3,33.3,0,0,-,0,2,2,0,0,0,0,3,-14
CJ Miles,TOR,12/07/2018,TOR @ BKN,L,14,4,0,1,0,0,1,0,4,5,80,0,3,3,1,0,0,2,2,-1
CJ Miles,TOR,12/05/2018,TOR vs. PHI,W,10,0,0,2,0,0,1,0,0,0,-,0,1,1,2,0,0,0,0,8
CJ Miles,TOR,12/03/2018,TOR vs. DEN,L,16,8,3,8,37.5,2,6,33.3,0,0,-,0,0,0,0,1,0,1,0,9
CJ Miles,TOR,12/01/2018,TOR @ CLE,W,15,2,1,4,25,0,2,0,0,0,-,0,1,1,1,1,0,0,0,-4
CJ Miles,TOR,11/29/2018,TOR vs. GSW,W,3,0,0,1,0,0,1,0,0,0,-,0,2,2,0,0,0,2,1,-1
CJ Miles,TOR,11/27/2018,TOR @ MEM,W,5,6,2,2,100,2,2,100,0,0,-,0,0,0,1,0,0,0,1,-4
CJ Miles,TOR,11/25/2018,TOR vs. MIA,W,13,10,3,7,42.9,2,6,33.3,2,2,100,0,2,2,0,0,0,0,1,-15
CJ Miles,TOR,11/23/2018,TOR vs. WAS,W,18,9,3,10,30,1,7,14.3,2,2,100,1,1,2,0,0,0,1,0,0
CJ Miles,TOR,11/12/2018,TOR vs. NOP,L,8,3,1,3,33.3,1,1,100,0,0,-,0,0,0,0,0,0,0,0,-2
CJ Miles,TOR,11/10/2018,TOR vs. NYK,W,18,6,2,8,25,1,5,20,1,2,50,1,0,1,2,2,1,1,4,3
CJ Miles,TOR,11/05/2018,TOR @ UTA,W,25,5,2,4,50,1,3,33.3,0,0,-,2,4,6,1,0,0,1,5,0
CJ Miles,TOR,11/04/2018,TOR @ LAL,W,17,0,0,6,0,0,4,0,0,0,-,0,3,3,1,1,0,0,0,-7
CJ Miles,TOR,11/02/2018,TOR @ PHX,W,16,9,3,7,42.9,3,5,60,0,0,-,0,1,1,2,0,1,0,1,4
CJ Miles,TOR,10/30/2018,TOR vs. PHI,W,18,3,1,4,25,1,3,33.3,0,0,-,0,0,0,2,0,0,0,2,-2
CJ Miles,TOR,10/29/2018,TOR @ MIL,L,19,4,1,7,14.3,1,7,14.3,1,2,50,0,1,1,0,0,1,1,1,-27
CJ Miles,TOR,10/26/2018,TOR vs. DAL,W,11,10,4,6,66.7,2,2,100,0,0,-,0,2,2,0,1,0,1,4,-5
CJ Miles,TOR,10/24/2018,TOR vs. MIN,W,12,0,0,3,0,0,2,0,0,0,-,0,2,2,0,0,1,0,0,-6
CJ Miles,TOR,10/22/2018,TOR vs. CHA,W,16,8,2,5,40,1,4,25,3,3,100,0,1,1,3,1,1,1,1,-3
CJ Miles,TOR,10/20/2018,TOR @ WAS,W,13,10,3,7,42.9,0,1,0,4,5,80,2,4,6,0,0,0,2,2,-6
CJ Miles,TOR,10/19/2018,TOR vs. BOS,W,12,2,1,6,16.7,0,4,0,0,0,-,0,0,0,0,0,1,0,1,-8
CJ Miles,TOR,10/17/2018,TOR vs. CLE,W,10,3,1,3,33.3,1,3,33.3,0,2,0,0,1,1,0,0,0,0,3,4
