MatchID,PlayerID,Minutes,Points,FGM,FGA,FGPercentage,3PM,3PA,3PPercentage,FTM,FTA,FTPercentage,OREB,DREB,REB,AST,STL,BLK,TOV,PF,ScoreDiff
R0076,RAP009,5,6,2,3,66.7,1,2,50,1,1,100,0,1,1,3,0,0,0,1,-3
R0076,RAP008,26,12,4,8,50,1,2,50,3,4,75,0,5,5,5,0,0,0,3,1
R0076,RAP006,32,12,4,13,30.8,4,8,50,0,0,,0,3,3,8,1,2,0,2,27
R0076,RAP003,20,15,5,9,55.6,5,8,62.5,0,0,,2,2,4,2,1,0,1,3,24
R0076,RAP001,5,3,1,1,100,1,1,100,0,0,,0,1,1,0,0,0,1,3,-3
R0077,RAP022,28,23,10,16,62.5,2,5,40,1,1,100,3,9,12,2,0,1,2,3,2
R0077,RAP018,29,15,6,11,54.5,3,6,50,0,0,,0,4,4,4,1,1,0,1,10
R0077,RAP017,29,17,6,11,54.5,3,4,75,2,4,50,1,7,8,6,0,1,1,3,25
R0077,RAP016,11,0,0,2,0,0,1,0,0,0,,0,0,0,0,0,0,0,1,8
R0077,RAP013,28,10,2,10,20,1,5,20,5,6,83.3,1,6,7,8,4,0,3,3,8
R0077,RAP011,6,2,0,0,,0,0,,2,3,66.7,0,1,1,4,0,0,0,0,-1
R0077,RAP009,29,14,6,9,66.7,2,4,50,0,0,,1,4,5,0,1,0,1,0,13
R0077,RAP008,24,12,4,8,50,2,2,100,2,2,100,0,2,2,3,2,0,1,2,7
R0077,RAP006,33,23,9,15,60,3,8,37.5,2,2,100,0,4,4,6,1,0,2,2,30
R0077,RAP003,19,8,3,5,60,2,2,100,0,0,,0,3,3,2,1,0,1,0,10
R0077,RAP001,4,0,0,2,0,0,1,0,0,0,,0,1,1,0,0,1,0,0,3
R0078,RAP022,20,15,7,10,70,1,1,100,0,1,0,1,5,6,1,0,1,3,3,-2
R0078,RAP020,28,6,2,9,22.2,1,3,33.3,1,2,50,1,2,3,4,0,0,2,2,3
R0078,RAP018,17,7,3,6,50,1,4,25,0,0,,0,1,1,1,1,0,2,1,0
R0078,RAP017,25,13,4,8,50,2,3,66.7,3,3,100,0,4,4,4,0,0,0,2,24
R0078,RAP016,4,0,0,1,0,0,1,0,0,0,,0,2,2,0,0,0,0,1,-7
R0078,RAP013,27,12,3,6,50,3,6,50,3,4,75,1,5,6,7,3,1,0,3,19
R0078,RAP012,27,15,5,12,41.7,1,3,33.3,4,4,100,2,5,7,5,1,0,0,1,19
R0078,RAP011,4,5,1,2,50,1,1,100,2,2,100,0,0,0,0,0,0,0,0,-7
R0078,RAP009,12,2,1,3,33.3,0,0,,0,0,,0,1,1,1,0,0,0,0,-8
R0078,RAP008,17,5,1,4,25,0,0,,3,4,75,0,3,3,0,0,1,1,2,-9
R0078,RAP006,27,10,3,6,50,2,4,50,2,2,100,0,0,0,7,2,2,2,1,16
R0078,RAP003,28,29,11,15,73.3,7,10,70,0,0,,0,5,5,1,2,3,3,2,19
R0078,RAP001,4,2,1,2,50,0,1,0,0,0,,1,0,1,0,0,0,1,2,-7
R0079,RAP022,24,23,8,15,53.3,5,5,100,2,2,100,4,8,12,2,1,0,2,4,1
R0079,RAP020,36,28,11,21,52.4,3,7,42.9,3,4,75,5,5,10,5,0,0,1,2,21
R0079,RAP018,12,4,2,5,40,0,1,0,0,0,,0,1,1,0,0,0,0,0,-2
R0079,RAP017,27,8,3,10,30,2,5,40,0,0,,3,6,9,6,4,0,2,2,9
R0079,RAP013,33,10,3,11,27.3,2,7,28.6,2,2,100,2,3,5,4,0,0,0,1,12
R0079,RAP012,34,26,11,25,44,0,4,0,4,4,100,2,7,9,3,0,0,1,1,9
R0079,RAP009,11,5,2,4,50,1,1,100,0,0,,0,0,0,2,0,0,0,1,-6
R0079,RAP008,11,2,1,1,100,0,0,,0,0,,0,1,1,1,0,0,1,1,-4
R0079,RAP006,26,7,2,8,25,2,4,50,1,2,50,0,3,3,3,1,0,0,3,2
R0079,RAP003,25,2,1,5,20,0,4,0,0,0,,1,1,2,3,3,1,0,1,8
R0080,RAP022,21,20,10,15,66.7,0,1,0,0,0,,3,9,12,1,0,2,2,1,-10
R0080,RAP020,29,14,5,9,55.6,2,3,66.7,2,2,100,0,5,5,3,0,0,2,4,6
R0080,RAP019,16,4,1,4,25,0,3,0,2,2,100,0,0,0,0,1,0,0,0,-4
R0080,RAP018,20,2,1,3,33.3,0,0,,0,0,,0,2,2,1,0,0,2,0,-6
R0080,RAP017,27,6,1,2,50,1,1,100,3,3,100,1,5,6,2,0,1,1,2,11
R0080,RAP013,36,16,6,13,46.2,2,8,25,2,2,100,0,5,5,11,0,0,3,4,15
R0080,RAP012,32,29,12,18,66.7,1,5,20,4,7,57.1,0,6,6,4,0,0,1,1,0
R0080,RAP008,10,0,0,2,0,0,0,,0,0,,0,1,1,0,0,0,0,1,-11
R0080,RAP006,31,12,4,8,50,1,2,50,3,4,75,0,3,3,5,0,2,3,1,-4
R0080,RAP003,19,8,3,6,50,2,3,66.7,0,0,,1,2,3,0,1,0,0,3,-7
R0081,RAP022,19,12,6,14,42.9,0,1,0,0,0,,2,3,5,0,0,3,1,2,-17
R0081,RAP020,37,23,8,10,80,3,5,60,4,4,100,1,9,10,1,0,0,3,2,19
R0081,RAP019,17,0,0,4,0,0,2,0,0,0,,1,1,2,1,1,0,2,1,-22
R0081,RAP018,21,23,7,7,100,4,4,100,5,6,83.3,0,3,3,1,1,0,0,2,4
R0081,RAP017,33,8,2,4,50,0,1,0,4,4,100,0,10,10,7,0,0,0,5,23
R0081,RAP013,42,5,1,8,12.5,0,5,0,3,4,75,0,9,9,5,3,0,2,2,7
R0081,RAP012,38,22,7,19,36.8,3,8,37.5,5,7,71.4,0,4,4,4,1,0,1,2,7
R0081,RAP006,22,3,1,8,12.5,1,6,16.7,0,0,,0,1,1,5,1,0,1,0,1
R0081,RAP003,35,21,7,13,53.8,5,9,55.6,2,2,100,0,3,3,2,0,2,1,1,18
R0082,RAP020,18,10,4,6,66.7,1,2,50,1,2,50,0,4,4,2,1,0,2,4,-2
R0082,RAP019,18,9,4,6,66.7,1,2,50,0,0,,1,4,5,2,0,0,2,2,24
R0082,RAP018,20,10,4,10,40,2,4,50,0,0,,0,5,5,2,1,0,1,3,22
R0082,RAP017,23,9,3,5,60,2,3,66.7,1,4,25,2,4,6,1,1,0,2,1,4
R0082,RAP016,9,3,1,2,50,0,0,,1,2,50,1,0,1,0,0,0,0,1,-6
R0082,RAP012,24,20,8,14,57.1,4,7,57.1,0,0,,0,6,6,1,1,1,1,0,10
R0082,RAP011,7,6,2,4,50,1,1,100,1,1,100,0,1,1,0,0,0,0,0,-8
R0082,RAP009,18,7,3,5,60,1,3,33.3,0,0,,0,1,1,1,0,0,1,1,20
R0082,RAP008,20,8,2,8,25,0,4,0,4,4,100,1,3,4,5,1,0,3,2,14
R0082,RAP006,27,16,6,12,50,2,5,40,2,2,100,0,2,2,4,3,0,1,1,4
R0082,RAP005,7,0,0,1,0,0,0,,0,0,,1,3,4,0,1,1,2,0,-8
R0082,RAP003,24,7,2,5,40,1,3,33.3,2,2,100,0,2,2,4,1,1,1,0,10
R0082,RAP001,25,15,7,10,70,1,3,33.3,0,0,,1,12,13,2,0,2,2,2,16
